Category,Subcategory,Software Name,ArcForge ID,ArcForge Key,Gaming,Creator,Developer,Homelab,Secure,Catalog,Priority,Detection Method,Detection Target,Detection Source,Package Status,Winget ID,Chocolatey ID,ArcForge Link,FOSS,Notes,ArcForge Description
Microsoft / Windows Tools,Database Administration,Microsoft SQL Server Management Studio,ssms,ARCInstallssms,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Microsoft SQL Server Management Studio,Default inferred detection for desktop app,Winget + Chocolatey,Microsoft.SQLServerManagementStudio,sql-server-management-studio,https://learn.microsoft.com/en-us/sql/ssms/download-sql-server-management-studio-ssms?view=sql-server-ver16,FALSE,"SQL Server management tool for querying, configuring, and administering Microsoft SQL Server environments.","SQL Server management tool for querying, configuring, and administering Microsoft SQL Server environments."
Microsoft / Windows Tools,Database / Cloud Data Tooling,Microsoft Azure Data Studio,azure-data-studio,ARCInstallazure-data-studio,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Microsoft Azure Data Studio,Default inferred detection for desktop app,Winget + Chocolatey,Microsoft.Azure.DataStudio,azure-data-studio,https://docs.microsoft.com/sql/azure-data-studio/what-is-azure-data-studio,TRUE,"Cross-platform data tool for SQL Server, Azure SQL, notebooks, and database development workflows.","Cross-platform data tool for SQL Server, Azure SQL, notebooks, and database development workflows."
Microsoft / Windows Tools,.NET Runtime,.NET Desktop Runtime 6,dotnet-desktop-runtime-6,ARCInstalldotnet-desktop-runtime-6,No,No,No,No,No,Yes,Optional,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Microsoft.DotNet.DesktopRuntime.6,dotnet-6.0-runtime,https://dotnet.microsoft.com/download/dotnet/6.0,TRUE,Runtime required by some Windows desktop applications built on .NET 6; common LTS-era dependency for modern Windows apps.,Runtime required by some Windows desktop applications built on .NET 6; common LTS-era dependency for modern Windows apps.
Microsoft / Windows Tools,Package Manager,NuGet,nuget,ARCInstallnuget,No,No,No,No,No,Yes,Optional,Command,nuget,Inferred from CLI/runtime tooling,Winget + Chocolatey,Microsoft.NuGet,nuget.commandline,https://www.nuget.org/,TRUE,"Package manager for .NET development; useful for restoring, publishing, and managing .NET libraries and dependencies.","Package manager for .NET development; useful for restoring, publishing, and managing .NET libraries and dependencies."
Microsoft / Windows Tools,Windows Productivity Utility,PowerToys,powertoys,ARCInstallpowertoys,Yes,Yes,Yes,Yes,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching PowerToys,Default inferred detection for desktop app,Winget + Chocolatey,Microsoft.PowerToys,powertoys,https://github.com/microsoft/PowerToys,TRUE,"Microsoft utility suite for Windows power users with tools like FancyZones, PowerToys Run, Color Picker, and file utilities.","Microsoft utility suite for Windows power users with tools like FancyZones, PowerToys Run, Color Picker, and file utilities."
Microsoft / Windows Tools,Sysinternals / Network Analysis,Sysinternals TCPView,tcpview,ARCInstalltcpview,No,No,No,Yes,Yes,Yes,Recommended,Executable,TCPView.exe,Inferred from known executable,Winget + Chocolatey,Microsoft.Sysinternals.TCPView,tcpview,https://docs.microsoft.com/en-us/sysinternals/downloads/tcpview,FALSE,Sysinternals tool for viewing active TCP/UDP connections and owning processes; useful for network troubleshooting and suspicious connection review.,Sysinternals tool for viewing active TCP/UDP connections and owning processes; useful for network troubleshooting and suspicious connection review.
Microsoft / Windows Tools,Windows Image Servicing,DISMTools,dismtools,ARCInstalldismtools,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching DISMTools,Default inferred detection for desktop app,Winget + Chocolatey,CodingWondersSoftware.DISMTools.Stable,dismtools,https://github.com/CodingWonders/DISMTools,TRUE,"GUI/tooling around DISM workflows; useful for servicing Windows images, packages, features, and deployment-related maintenance.","GUI/tooling around DISM workflows; useful for servicing Windows images, packages, features, and deployment-related maintenance."
Microsoft / Windows Tools,.NET Runtime,.NET Desktop Runtime 7,dotnet-desktop-runtime-7,ARCInstalldotnet-desktop-runtime-7,No,No,No,No,No,Yes,Optional,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Microsoft.DotNet.DesktopRuntime.7,dotnet-7.0-runtime,https://dotnet.microsoft.com/download/dotnet/7.0,TRUE,Runtime required by some Windows desktop applications built on .NET 7; may be needed for app compatibility.,Runtime required by some Windows desktop applications built on .NET 7; may be needed for app compatibility.
Microsoft / Windows Tools,Cloud Storage / Sync,OneDrive,onedrive,ARCInstallonedrive,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching OneDrive,Default inferred detection for desktop app,Winget + Chocolatey,Microsoft.OneDrive,onedrive,https://onedrive.live.com/,FALSE,Microsoft cloud file sync client; common in Microsoft 365 environments and useful for user profile/document synchronization.,Microsoft cloud file sync client; common in Microsoft 365 environments and useful for user profile/document synchronization.
Microsoft / Windows Tools,Sysinternals / Process Analysis,Process Explorer,process-explorer,ARCInstallprocess-explorer,No,No,Yes,Yes,Yes,Yes,Recommended,Executable,procexp.exe,Inferred from known executable,Winget only,Microsoft.Sysinternals.ProcessExplorer,N/A,https://learn.microsoft.com/sysinternals/downloads/process-explorer,FALSE,"Advanced Sysinternals process viewer; useful for inspecting processes, handles, DLLs, parent-child relationships, and resource usage.","Advanced Sysinternals process viewer; useful for inspecting processes, handles, DLLs, parent-child relationships, and resource usage."
Microsoft / Windows Tools,Terminal Emulator,Windows Terminal,windows-terminal,ARCInstallwindows-terminal,No,No,Yes,Yes,Yes,Yes,Recommended,Command / Executable,Command or executable for Windows Terminal,Inferred from developer/terminal utility,Winget + Chocolatey,Microsoft.WindowsTerminal,microsoft-windows-terminal,https://aka.ms/terminal,TRUE,"Modern Microsoft terminal app for PowerShell, Command Prompt, WSL, and SSH workflows; strong fit for developer, IT, and homelab profiles.","Modern Microsoft terminal app for PowerShell, Command Prompt, WSL, and SSH workflows; strong fit for developer, IT, and homelab profiles."
Microsoft / Windows Tools,.NET Runtime,.NET Desktop Runtime 10,dotnet-desktop-runtime-10,ARCInstalldotnet-desktop-runtime-10,No,No,No,No,No,Yes,Niche,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Microsoft.DotNet.DesktopRuntime.10,dotnet-10.0-runtime,https://dotnet.microsoft.com/download/dotnet/10.0,TRUE,Runtime for applications targeting .NET 10; future/current app compatibility dependency depending on workstation needs.,Runtime for applications targeting .NET 10; future/current app compatibility dependency depending on workstation needs.
Microsoft / Windows Tools,.NET Runtime,.NET Desktop Runtime 8,dotnet-desktop-runtime-8,ARCInstalldotnet-desktop-runtime-8,No,No,Yes,No,No,Yes,Recommended,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Microsoft.DotNet.DesktopRuntime.8,dotnet-8.0-runtime,https://dotnet.microsoft.com/download/dotnet/8.0,TRUE,Runtime required by some Windows desktop applications built on .NET 8; strong modern LTS runtime candidate.,Runtime required by some Windows desktop applications built on .NET 8; strong modern LTS runtime candidate.
Microsoft / Windows Tools,Automation / Workflow,Power Automate,power-automate,ARCInstallpower-automate,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Power Automate,Default inferred detection for desktop app,Winget + Chocolatey,Microsoft.PowerAutomateDesktop,powerautomatedesktop,https://www.microsoft.com/en-us/power-platform/products/power-automate,FALSE,Microsoft automation platform for desktop and cloud workflows; useful for repetitive task automation and business process automation.,Microsoft automation platform for desktop and cloud workflows; useful for repetitive task automation and business process automation.
Microsoft / Windows Tools,Sysinternals / Process Analysis,Sysinternals Process Monitor,process-monitor,ARCInstallprocess-monitor,No,No,Yes,Yes,Yes,Yes,Recommended,Executable,Procmon.exe,Inferred from known executable,Winget + Chocolatey,Microsoft.Sysinternals.ProcessMonitor,procmon,https://docs.microsoft.com/en-us/sysinternals/downloads/procmon,FALSE,"Advanced Sysinternals monitoring tool for file system, registry, process, and thread activity; excellent for deep Windows troubleshooting.","Advanced Sysinternals monitoring tool for file system, registry, process, and thread activity; excellent for deep Windows troubleshooting."
Microsoft / Windows Tools,Visual C++ Runtime,Visual C++ 2015-2022 32-bit,vc-redist-2015-2022-x86,ARCInstallvc-redist-2015-2022-x86,Yes,No,Yes,No,No,Yes,Recommended,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget only,Microsoft.VCRedist.2015+.x86,N/A,https://support.microsoft.com/en-us/help/2977003/the-latest-supported-visual-c-downloads,FALSE,32-bit Microsoft Visual C++ redistributable used by many Windows applications and games; important app/game compatibility dependency.,32-bit Microsoft Visual C++ redistributable used by many Windows applications and games; important app/game compatibility dependency.
Microsoft / Windows Tools,.NET Runtime,.NET Desktop Runtime 3.1,dotnet-desktop-runtime-3-1,ARCInstalldotnet-desktop-runtime-3-1,No,No,No,No,No,Yes,Niche,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Microsoft.DotNet.DesktopRuntime.3_1,dotnetcore3-desktop-runtime,https://dotnet.microsoft.com/download/dotnet/3.1,TRUE,Legacy .NET Core desktop runtime; only needed for older applications that still depend on .NET Core 3.1.,Legacy .NET Core desktop runtime; only needed for older applications that still depend on .NET Core 3.1.
Microsoft / Windows Tools,.NET Runtime,.NET Desktop Runtime 9,dotnet-desktop-runtime-9,ARCInstalldotnet-desktop-runtime-9,No,No,No,No,No,Yes,Optional,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget + Chocolatey,Microsoft.DotNet.DesktopRuntime.9,dotnet-9.0-runtime,https://dotnet.microsoft.com/download/dotnet/9.0,TRUE,Runtime required by applications targeting .NET 9; useful for compatibility with newer .NET desktop apps.,Runtime required by applications targeting .NET 9; useful for compatibility with newer .NET desktop apps.
Microsoft / Windows Tools,Data / Business Intelligence,Power BI,power-bi,ARCInstallpower-bi,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Power BI,Default inferred detection for desktop app,Winget + Chocolatey,Microsoft.PowerBI,powerbi,https://www.microsoft.com/en-us/power-platform/products/power-bi/,FALSE,"Microsoft data visualization and reporting tool; useful for analytics, reporting, dashboards, and business intelligence workflows.","Microsoft data visualization and reporting tool; useful for analytics, reporting, dashboards, and business intelligence workflows."
Microsoft / Windows Tools,Remote Administration,RDCMan,rdcman,ARCInstallrdcman,No,No,No,Yes,No,Yes,Optional,Executable,RDCMan.exe,Inferred from known executable,Winget + Chocolatey,Microsoft.Sysinternals.RDCMan,rdcman,https://learn.microsoft.com/en-us/sysinternals/downloads/rdcman,FALSE,"Remote Desktop Connection Manager for organizing and managing multiple RDP sessions; useful for IT, homelab, and admin workflows.","Remote Desktop Connection Manager for organizing and managing multiple RDP sessions; useful for IT, homelab, and admin workflows."
Microsoft / Windows Tools,Visual C++ Runtime,Visual C++ 2015-2022 64-bit,vc-redist-2015-2022-x64,ARCInstallvc-redist-2015-2022-x64,Yes,No,Yes,No,No,Yes,Recommended,Registry / Command,Installed Programs registry; runtime command when available,Inferred from runtime/SDK package,Winget only,Microsoft.VCRedist.2015+.x64,N/A,https://support.microsoft.com/en-us/help/2977003/the-latest-supported-visual-c-downloads,FALSE,64-bit Microsoft Visual C++ redistributable used by many Windows applications and games; important app/game compatibility dependency.,64-bit Microsoft Visual C++ redistributable used by many Windows applications and games; important app/game compatibility dependency.
Remote Administration,Remote Support,RustDesk,rustdesk,ARCInstallrustdesk,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for RustDesk,Inferred from service/sync/remote tooling,Winget + Chocolatey,RustDesk.RustDesk,rustdesk.portable,https://rustdesk.com/,TRUE,"Remote desktop/support tool that can be self-hosted; useful for remote assistance, homelab access, and support workflows.","Remote desktop/support tool that can be self-hosted; useful for remote assistance, homelab access, and support workflows."
Remote Administration,Remote Connection Manager,mRemoteNG,mremoteng,ARCInstallmremoteng,No,No,No,Yes,No,Yes,Recommended,Service / Executable,Windows service and installed app entry for mRemoteNG,Inferred from service/sync/remote tooling,Winget + Chocolatey,mRemoteNG.mRemoteNG,mremoteng,https://mremoteng.org/,TRUE,"Multi-protocol remote connection manager for RDP, SSH, VNC, Telnet, and other sessions; useful for IT admins and homelab management.","Multi-protocol remote connection manager for RDP, SSH, VNC, Telnet, and other sessions; useful for IT admins and homelab management."
Remote Administration,Remote Support,AnyDesk,anydesk,ARCInstallanydesk,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for AnyDesk,Inferred from service/sync/remote tooling,Winget + Chocolatey,AnyDesk.AnyDesk,anydesk,https://anydesk.com/,FALSE,Remote desktop/support tool for accessing or assisting systems remotely; useful for IT support workflows.,Remote desktop/support tool for accessing or assisting systems remotely; useful for IT support workflows.
Remote Administration,Low-Latency Remote Access,Parsec,parsec,ARCInstallparsec,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for Parsec,Inferred from service/sync/remote tooling,Winget + Chocolatey,Parsec.Parsec,parsec,https://parsec.app/,FALSE,"Low-latency remote desktop/streaming tool; useful for remote gaming, creator workstations, and remote access workflows.","Low-latency remote desktop/streaming tool; useful for remote gaming, creator workstations, and remote access workflows."
Remote Administration,Remote Workspace Client,Citrix Workspace app,citrix-workspace,ARCInstallcitrix-workspace,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for Citrix Workspace app,Inferred from service/sync/remote tooling,Winget + Chocolatey,Citrix.Workspace,citrix-workspace,https://www.citrix.com/downloads/workspace-app/,FALSE,Client for accessing Citrix virtual apps/desktops; common in enterprise remote work environments.,Client for accessing Citrix virtual apps/desktops; common in enterprise remote work environments.
Remote Administration,Remote Support,TeamViewer,teamviewer,ARCInstallteamviewer,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for TeamViewer,Inferred from service/sync/remote tooling,Winget + Chocolatey,TeamViewer.TeamViewer,teamviewer9,https://www.teamviewer.com/,FALSE,Remote desktop/support tool; common for remote assistance and managed support scenarios.,Remote desktop/support tool; common for remote assistance and managed support scenarios.
Remote Administration,VNC Remote Access,UltraVNC,ultravnc,ARCInstallultravnc,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for UltraVNC,Inferred from service/sync/remote tooling,Winget + Chocolatey,uvncbvba.UltraVNC,ultravnc,https://uvnc.com/,TRUE,VNC server/client for remote desktop access; useful for LAN support and admin workflows.,VNC server/client for remote desktop access; useful for LAN support and admin workflows.
Remote Administration,VNC Remote Access,TightVNC,tightvnc,ARCInstalltightvnc,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for TightVNC,Inferred from service/sync/remote tooling,Winget + Chocolatey,GlavSoft.TightVNC,TightVNC,https://www.tightvnc.com/,TRUE,VNC remote desktop tool; useful for remote access and LAN administration.,VNC remote desktop tool; useful for remote access and LAN administration.
Security / Privacy,VPN Client,Mullvad VPN,mullvad-vpn,ARCInstallmullvad-vpn,No,No,No,No,No,Yes,Optional,Service / Executable,Windows service and installed app entry for Mullvad VPN,Inferred from service/sync/remote tooling,Winget + Chocolatey,MullvadVPN.MullvadVPN,mullvad-app,https://github.com/mullvad/mullvadvpn-app,TRUE,"Privacy-focused VPN client; useful for secure browsing, privacy-conscious users, and secure workstation profiles.","Privacy-focused VPN client; useful for secure browsing, privacy-conscious users, and secure workstation profiles."
Security / Privacy,VPN Client,Proton VPN,proton-vpn,ARCInstallproton-vpn,No,No,No,No,Yes,Yes,Recommended,Service / Executable,Windows service and installed app entry for Proton VPN,Inferred from service/sync/remote tooling,Winget + Chocolatey,Proton.ProtonVPN,protonvpn,https://protonvpn.com/,TRUE,VPN client from Proton focused on privacy and secure internet access; good fit for secure or privacy-oriented workstation profiles.,VPN client from Proton focused on privacy and secure internet access; good fit for secure or privacy-oriented workstation profiles.
Security / Privacy,VPN Client,WireGuard,wireguard,ARCInstallwireguard,No,No,No,Yes,No,Yes,Recommended,Service / Executable,WireGuard service / wireguard.exe,Inferred from known service/desktop app behavior,Winget + Chocolatey,WireGuard.WireGuard,wireguard,https://www.wireguard.com/,TRUE,Modern VPN protocol/client known for speed and simplicity; useful for secure remote access and homelab VPN setups.,Modern VPN protocol/client known for speed and simplicity; useful for secure remote access and homelab VPN setups.
Security / Privacy,VPN Client,OpenVPN Connect,openvpn-connect,ARCInstallopenvpn-connect,No,No,No,No,No,Yes,Optional,Service / Executable,OpenVPN Connect service / OpenVPNConnect.exe,Inferred from known service/desktop app behavior,Winget + Chocolatey,OpenVPNTechnologies.OpenVPNConnect,openvpn-connect,https://openvpn.net/,TRUE,Official OpenVPN client for connecting to OpenVPN-based remote access and private network environments.,Official OpenVPN client for connecting to OpenVPN-based remote access and private network environments.
Security / Privacy,Firewall Control,Simplewall,simplewall,ARCInstallsimplewall,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Simplewall,Default inferred detection for desktop app,Winget + Chocolatey,Henry++.simplewall,simplewall,https://github.com/henrypp/simplewall,TRUE,Lightweight Windows firewall control utility; useful for users who want tighter outbound connection visibility and control.,Lightweight Windows firewall control utility; useful for users who want tighter outbound connection visibility and control.
Security / Privacy,Firewall / Network Control,Portmaster,portmaster,ARCInstallportmaster,No,No,No,No,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Portmaster,Default inferred detection for desktop app,Winget + Chocolatey,Safing.Portmaster,portmaster,https://safing.io/,TRUE,Application firewall and network monitor for controlling outbound connections; useful for secure workstation and privacy-focused profiles.,Application firewall and network monitor for controlling outbound connections; useful for secure workstation and privacy-focused profiles.
Security / Privacy,Password Manager,1Password,1password,ARCInstall1password,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching 1Password,Default inferred detection for desktop app,Winget + Chocolatey,AgileBits.1Password,1password,https://1password.com/,FALSE,"Password manager for storing credentials, secure notes, and secrets; useful for secure workstation and professional profiles.","Password manager for storing credentials, secure notes, and secrets; useful for secure workstation and professional profiles."
Security / Privacy,Password Manager,Bitwarden,bitwarden,ARCInstallbitwarden,No,No,No,Yes,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Bitwarden,Default inferred detection for desktop app,Winget + Chocolatey,Bitwarden.Bitwarden,bitwarden,https://bitwarden.com/,TRUE,"Open-source-friendly password manager; strong fit for secure, homelab, and general privacy-conscious profiles.","Open-source-friendly password manager; strong fit for secure, homelab, and general privacy-conscious profiles."
Security / Privacy,Document Sanitization,Dangerzone,dangerzone,ARCInstalldangerzone,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Dangerzone,Default inferred detection for desktop app,Winget only,FreedomofthePressFoundation.Dangerzone,N/A,https://github.com/freedomofpress/dangerzone,TRUE,Converts risky documents into safer PDFs; useful for security-focused workflows involving untrusted files.,Converts risky documents into safer PDFs; useful for security-focused workflows involving untrusted files.
Security / Privacy,Password Manager,KeePassXC,keepassxc,ARCInstallkeepassxc,No,No,No,No,No,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching KeePassXC,Default inferred detection for desktop app,Winget + Chocolatey,KeePassXCTeam.KeePassXC,keepassxc,https://keepassxc.org/,TRUE,Local/offline password manager; useful for users who prefer self-managed encrypted credential storage.,Local/offline password manager; useful for users who prefer self-managed encrypted credential storage.
Security / Privacy,Authenticator / MFA,Proton Authenticator,proton-authenticator,ARCInstallproton-authenticator,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Proton Authenticator,Default inferred detection for desktop app,Winget + Chocolatey,Proton.ProtonAuthenticator,protonauth,https://proton.me/authenticator,TRUE,Two-factor authentication app from Proton; useful for secure login workflows.,Two-factor authentication app from Proton; useful for secure login workflows.
Security / Privacy,Security Monitoring / SIEM,Wazuh,wazuh,ARCInstallwazuh,No,No,No,No,No,Yes,Optional,Service / Executable,Wazuh service,Inferred from known service/desktop app behavior,Winget + Chocolatey,Wazuh.WazuhAgent,wazuh-agent,https://wazuh.com/,TRUE,Security monitoring and endpoint visibility platform; strong fit for security lab and homelab profiles.,Security monitoring and endpoint visibility platform; strong fit for security lab and homelab profiles.
Security / Privacy,Cleanup / Privacy,BleachBit,bleachbit,ARCInstallbleachbit,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching BleachBit,Default inferred detection for desktop app,Winget + Chocolatey,BleachBit.BleachBit,bleachbit,https://www.bleachbit.org/,TRUE,"Cleanup utility for deleting cache, temporary files, and privacy-sensitive traces.","Cleanup utility for deleting cache, temporary files, and privacy-sensitive traces."
Security / Privacy,Application Sandboxing,Sandboxie Plus,sandboxie-plus,ARCInstallsandboxie-plus,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Sandboxie Plus,Default inferred detection for desktop app,Winget + Chocolatey,Sandboxie.Plus,sandboxie,https://github.com/sandboxie-plus/Sandboxie,TRUE,Runs applications in isolated sandboxes; useful for testing untrusted apps or limiting app impact.,Runs applications in isolated sandboxes; useful for testing untrusted apps or limiting app impact.
Security / Privacy,File Encryption,Cryptomator,cryptomator,ARCInstallcryptomator,No,No,No,No,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Cryptomator,Default inferred detection for desktop app,Winget + Chocolatey,Cryptomator.Cryptomator,cryptomator,https://github.com/cryptomator/cryptomator/,TRUE,Client-side encryption tool for cloud storage; useful for securing files before syncing.,Client-side encryption tool for cloud storage; useful for securing files before syncing.
Security / Privacy,Metadata Removal,ExifCleaner,exifcleaner,ARCInstallexifcleaner,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching ExifCleaner,Default inferred detection for desktop app,Winget only,szTheory.exifcleaner,N/A,https://github.com/szTheory/exifcleaner,TRUE,Removes EXIF and metadata from images/documents; useful for privacy-conscious sharing.,Removes EXIF and metadata from images/documents; useful for privacy-conscious sharing.
Security / Privacy,Password Manager,Proton Pass,proton-pass,ARCInstallproton-pass,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Proton Pass,Default inferred detection for desktop app,Winget + Chocolatey,Proton.ProtonPass,protonpass,https://proton.me/pass,TRUE,"Proton password manager for credentials, aliases, and secure notes; useful for privacy-focused profiles.","Proton password manager for credentials, aliases, and secure notes; useful for privacy-focused profiles."
Security / Privacy,Anti-Malware,Malwarebytes,malwarebytes,ARCInstallmalwarebytes,No,No,No,No,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Malwarebytes,Default inferred detection for desktop app,Winget + Chocolatey,Malwarebytes.Malwarebytes,malwarebytes,https://www.malwarebytes.com/,FALSE,Anti-malware scanner and protection tool; useful as an additional security check or cleanup tool.,Anti-malware scanner and protection tool; useful as an additional security check or cleanup tool.
Security / Privacy,Disk Encryption,VeraCrypt,veracrypt,ARCInstallveracrypt,No,No,No,No,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching VeraCrypt,Default inferred detection for desktop app,Winget + Chocolatey,IDRIX.VeraCrypt,veracrypt,https://github.com/veracrypt/VeraCrypt/,TRUE,Disk/container encryption tool; useful for protecting sensitive files and portable storage.,Disk/container encryption tool; useful for protecting sensitive files and portable storage.
Security / Privacy,Firewall Control,Windows Firewall Control,windows-firewall-control,ARCInstallwindows-firewall-control,No,No,No,No,Yes,Yes,Recommended,Registry / Executable,Installed Programs registry; executable matching Windows Firewall Control,Default inferred detection for desktop app,Winget + Chocolatey,BiniSoft.WindowsFirewallControl,windowsfirewallcontrol,https://www.binisoft.org/wfc,FALSE,Advanced interface for managing Windows Firewall rules and outbound behavior.,Advanced interface for managing Windows Firewall rules and outbound behavior.
Security / Privacy,Authenticator / MFA,Ente Auth,ente-auth,ARCInstallente-auth,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Ente Auth,Default inferred detection for desktop app,Winget + Chocolatey,ente-io.auth-desktop,ente-auth,https://ente.io/auth/,TRUE,Two-factor authentication app; useful for secure login workflows.,Two-factor authentication app; useful for secure login workflows.
Security / Privacy,Hash Verification,OpenHashTab,openhashtab,ARCInstallopenhashtab,No,No,Yes,Yes,Yes,Yes,Recommended,Command,Registry shell extension,Inferred from CLI/runtime tooling,Winget + Chocolatey,namazso.OpenHashTab,openhashtab,https://github.com/namazso/OpenHashTab/,TRUE,Adds file hash calculation and verification to Windows properties; useful for validating downloads and installers.,Adds file hash calculation and verification to Windows properties; useful for validating downloads and installers.
Security / Reverse Engineering,Hex / Binary Analysis,ImHex (Hex Editor),imhex,ARCInstallimhex,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching ImHex (Hex Editor),Default inferred detection for desktop app,Winget + Chocolatey,WerWolv.ImHex,imhex,https://imhex.werwolv.net/,TRUE,"Hex editor and binary analysis tool; useful for reverse engineering, file inspection, debugging, and low-level analysis.","Hex editor and binary analysis tool; useful for reverse engineering, file inspection, debugging, and low-level analysis."
Security / Reverse Engineering,Hex / Binary Analysis,HxD Hex Editor,hxd,ARCInstallhxd,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching HxD Hex Editor,Default inferred detection for desktop app,Winget + Chocolatey,MHNexus.HxD,HxD,https://mh-nexus.de/en/hxd/,FALSE,"Hex editor for inspecting binary files, disks, memory, and low-level data.","Hex editor for inspecting binary files, disks, memory, and low-level data."
Utilities,Windows UI Enhancement,Modern Flyouts,modern-flyouts,ARCInstallmodern-flyouts,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Modern Flyouts,Default inferred detection for desktop app,Winget + Chocolatey,ModernFlyouts.ModernFlyouts,modernflyouts,https://github.com/ModernFlyouts-Community/ModernFlyouts/,TRUE,"Replaces default Windows flyouts for volume, brightness, and media controls; cosmetic/productivity utility rather than media creation software.","Replaces default Windows flyouts for volume, brightness, and media controls; cosmetic/productivity utility rather than media creation software."
Utilities,Multi-Monitor Utility,Dual Monitor Tools,dual-monitor-tools,ARCInstalldual-monitor-tools,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Dual Monitor Tools,Default inferred detection for desktop app,Winget + Chocolatey,GNE.DualMonitorTools,dual-monitor-tools,https://dualmonitortool.sourceforge.net/,TRUE,Utility suite for managing multi-monitor behavior; useful for battlestations with multiple displays.,Utility suite for managing multi-monitor behavior; useful for battlestations with multiple displays.
Utilities,Display Control,Monitorian,monitorian,ARCInstallmonitorian,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching Monitorian,Default inferred detection for desktop app,Winget + Chocolatey,emoacht.Monitorian,monitorian,https://github.com/emoacht/Monitorian,TRUE,Brightness control utility for external monitors; useful for multi-monitor battlestations.,Brightness control utility for external monitors; useful for multi-monitor battlestations.
Utilities,File Preview,QuickLook,quicklook,ARCInstallquicklook,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching QuickLook,Default inferred detection for desktop app,Winget + Chocolatey,QL-Win.QuickLook,quicklook,https://github.com/QL-Win/QuickLook,TRUE,Adds macOS-style quick file preview to Windows; useful for quickly reviewing files without opening full apps.,Adds macOS-style quick file preview to Windows; useful for quickly reviewing files without opening full apps.
Utilities,Windows UI Enhancement,TranslucentTB,translucenttb,ARCInstalltranslucenttb,No,No,No,No,No,Yes,Optional,Registry / Executable,Installed Programs registry; executable matching TranslucentTB,Default inferred detection for desktop app,Winget + Chocolatey,9PF4KZ2VN4W9,translucenttb,https://github.com/TranslucentTB/TranslucentTB,TRUE,Customizes Windows taskbar transparency and appearance; cosmetic battlestation utility.,Customizes Windows taskbar transparency and appearance; cosmetic battlestation utility.
